ss_promo_sk,avg(ss_wholesale_cost),avg(ss_list_price),avg(ws_wholesale_cost),avg(ws_list_price),sum(ss_wholesale_cost),sum(ss_list_price),sum(ws_wholesale_cost),sum(ws_list_price)
1,50.3744239315132,75.66078632472902,49.986800754242616,100.85103708359523,234573542.47948438,352322017.5997331,232622325,469327950
2,50.83550809500451,75.68818119186149,49.03257328990228,98.23322475570032,226528361.7996901,337274482.6499599,218494295,437737564
3,50.472241728382926,75.81400067516374,50.22333125389894,101.06550218340611,239646544.33915076,359971395.2097355,238464696,479867696
4,49.801689574138464,74.7742406972647,50.25847728726807,102.08637236084454,232196841.71946082,348629588.27990717,234326582,475970463
5,51.077672530457896,76.09500338355505,49.39695624603678,98.82666666666667,238104291.2000529,354725380.9128208,230269444,460107312
6,49.78606602462236,75.00025447044463,49.86760025461489,100.76766390833863,227446049.47937444,342636262.5400832,227818536,460353848
7,49.57301727180514,74.72833979577722,49.837507635919366,101.09224190592548,230225470.050182,347051039.10101485,231453808,469489456
8,51.23514480394289,76.91005451456392,50.56024844720497,102.05217391304348,242103991.49931154,363426926.10039467,238914870,482232240
9,51.122312588434276,76.12300565734779,50.77181208053691,101.58485958485959,236956622.100151,352837134.53832746,235332020,470567888
10,51.60008460238895,77.5969238579186,48.578947368421055,97.75913312693498,246252373.7500958,370317739.6502414,231834525,466538355
11,50.62154905907345,76.5194052421142,51.434512725015516,102.95592799503414,242696715.02968198,366859739.2508568,246594336,493605312
12,49.748029993318696,74.43674846638736,49.66875391358798,99.85848465873512,233099269.84063408,348780679.7406077,232727814,467896716
13,51.49338731427504,77.2213529014227,50.81082762912259,102.17299315494711,245270624.79921454,367816732.6297058,242019492,486665088
14,50.080378123002006,74.59459486806077,50.482142857142854,101.4579081632653,232742447.5205208,346669279.1087385,234460072,471212732
15,50.87505914189922,76.24572828660212,50.32167395377889,101.84259837601499,241013419.30140856,361203387.1100891,238391835,482464950
16,50.63668963138173,75.92720633849572,50.55368289637953,103.0892634207241,235491292.61984167,353107521.36104625,235105261,479427547
17,49.935749486734096,74.56086584523118,50.99038461538461,103.29102564102564,227623125.60036975,339872285.9996342,232430490,470833548
18,50.56309951638405,75.67692121620358,50.378476420798066,102.04897218863361,242029174.94068715,362240902.5394925,241145444,488475366
19,50.58451738813516,75.67967352712071,51.21571072319202,102.07044887780549,228645660.67962286,342077573.27907956,231498700,461365778
20,50.71180896303685,75.82935557723475,50.38447204968944,102.82038533250466,249591860.00000587,373214647.3993667,247980783,505743966
21,49.54297752810497,74.77901685386114,49.570123939986956,100.87801696020874,216303847.20006585,326483991.11968803,216422368,440431808
22,50.060212695308756,75.32657361264042,48.94641782059001,98.690734055355,250349021.1603059,376705030.920723,244631700,493548216
23,50.599844821418856,76.34582822037893,50.32012578616352,101.17169811320754,222937350.3002411,336371321.0978854,221704939,445751373
24,50.22830924385158,74.99219831943367,49.95288944723618,100.38505025125629,237891318.24072984,355178049.68050176,236586875,475443675
25,50.91013071895637,76.4670519434761,49.87945034353529,102.18125,236941195.75000986,355885841.7194957,232144299,475265430
26,49.773586805496876,74.71268749995185,49.6875808538163,99.71992238033636,221615899.77973872,332656746.83978564,221232960,444000960
27,49.930476190288466,74.73752312416242,50.233333333333334,100.18680600914435,223138748.85916108,334001168.72912747,224345583,447733734
28,49.39269595762639,73.93500175729774,48.59184914841849,96.56751824817518,231159051.89909044,346017656.5991974,227272825,451663665
29,50.937186858424404,76.35585557861957,50.651486401012015,100.79190385831753,235313605.26049978,352739771.6111484,233993760,465626544
30,50.11529713120735,75.25002390706786,50.47225725094577,102.01703470031546,232725817.74027774,349446663.01983297,234383472,473448816
31,50.22862876250306,75.42698996661028,49.51950464396285,98.81919504643963,242546513.9998129,364225620.5002661,239122260,477183070
32,50.51251705300754,75.86665075019087,50.56948933419522,100.17194570135747,229262979.59909925,344338698.95931834,229373292,454360312
33,51.15309581444788,75.82917675548858,50.3756345177665,101.37880710659898,233064553.59932047,345494108.4001851,229522272,461903743
34,50.03146969173402,75.42359634261722,49.50372670807453,100.08633540372671,237866117.29950178,358588666.7995953,235357053,475843467
35,49.96152932695807,75.21868297914055,50.40211311373524,102.88440024860162,223398531.80938292,336333646.47844183,225368563,460038439
36,50.67777853508531,75.85881431006455,50.271597265382226,101.47420758234928,239321501.5207649,358236802.58006346,237403345,479203320
37,49.96044060060618,74.93297323790988,48.93625241468126,100.4771410173857,237731360.87039962,356560460.39148444,232857872,478109624
38,50.878696883758174,76.08833923529681,50.9702154626109,102.45880861850443,226729312.3195788,339070335.6607546,227137144,456584320
39,50.790199526464114,76.49712208327485,48.901249256395005,97.56454491374183,252463708.21958712,380245545.19040966,243074271,484965742
40,50.69507734612712,75.94350635955851,50.42949130714746,101.01609787508049,229023984.93981954,343088231.97993124,227824153,456358102
41,50.94729195569272,76.37909500715092,50.35089894606324,100.68319900805952,237001299.8703513,355307301.0310053,234226944,468367368
42,50.935540816273274,76.93146598612977,49.69245165315034,100.99438552713661,240050035.469749,362564151.5287521,234191580,475968360
43,50.3157737681879,74.83304302553258,49.96303377947737,100.11663479923519,227520784.1398706,338384394.2693487,225925744,452713206
44,49.33658137169496,73.35842715796592,50.93350221659278,102.12737642585552,228332116.0806915,339506395.449997,235722744,472351167
45,50.14670294968515,74.65261938248719,50.85286783042394,102.87344139650872,229079767.24112812,341027498.6421229,232305664,469945632
46,50.005165428947365,75.11000337603487,50.70275229357798,102.7625458996328,242168515.50088632,363747982.049698,245546838,497361268
47,50.604377710928624,75.4836403068321,50.047140163419236,100.5685534591195,241293160.11944807,359923131.7693251,238636125,479232288
48,50.935471569807106,76.07913857680005,49.24968474148802,99.07250945775536,237261603.28083023,354382865.98009795,229409070,461487873
49,50.471497453460934,76.04506281826131,50.319486866218696,100.4541564792176,243321322.72072428,366610586.26963913,242588485,483990135
50,50.52285139212143,75.84028513945364,49.30702836004932,99.01171393341554,244287181.63986048,366701581.58115375,238408456,478739657
51,50.85868669234905,76.0264163467158,50.38205128205128,101.47564102564102,227294743.6203049,339772926.4310105,225020348,453218626
52,51.383765329795224,77.53052038441571,51.72958257713248,104.73986690865094,256411052.2799871,386886445.31963974,257980653,522348295
53,51.971766723758826,78.03546483710649,49.41243654822335,100.08692893401015,238760375.199617,358498046.8802607,227002710,459803355
54,49.836149173274656,74.33704353705545,52.306273062730625,105.26014760147602,240102493.26067123,358143833.16048014,252003150,507126339
