ss_promo_sk,avg(ss_wholesale_cost),avg(ss_list_price),avg(ws_wholesale_cost),avg(ws_list_price),sum(ss_wholesale_cost),sum(ss_list_price),sum(ws_wholesale_cost),sum(ws_list_price)
1,50.88462393153028,76.41321794835174,49.986800754242616,100.85103708359523,189559471.8396511,284660632.5586358,186097860,375462360
2,50.756349614421666,75.67238217648912,49.03257328990228,98.23322475570032,181844266.20009235,271110686.89988583,175668510,351939192
3,50.75629566702123,76.29450722175248,50.22333125389894,101.06550218340611,191526952.96026924,287894423.8100086,189515832,381366832
4,49.48326513560441,74.29537369520685,50.25847728726807,102.08637236084454,185234912.45964453,278116187.46003187,188136830,382148595
5,50.97258735425716,76.01295757095212,49.39695624603678,98.82666666666667,193242583.69942313,288173331.5508972,187269196,374187408
6,49.62789136021771,74.8727587682298,49.86760025461489,100.76766390833863,182283145.71029693,275007493.21019053,183163596,370119428
7,49.160498204782925,74.12769748636406,49.837507635919366,101.09224190592548,179299938.83041966,270361206.8693765,181769152,368707264
8,51.09133247077466,76.83983182410408,50.56024844720497,102.05217391304348,190754087.99955955,286888427.70015675,188771238,381020976
9,51.472760279879424,76.51329833774899,50.77181208053691,101.58485958485959,192855770.46967936,286676506.6001544,190229490,380381256
10,51.47549069394816,77.82978426395526,48.578947368421055,97.75913312693498,196526216.90079692,297143220.14998424,185467620,373230684
11,50.507126148783954,76.15086883851839,51.434512725015516,102.95592799503414,194792550.66030413,293693644.9790544,198369234,397073628
12,49.60464488013619,73.88218736371168,49.66875391358798,99.85848465873512,181806728.01986036,270786713.13955015,182041695,365992830
13,51.122846347788,76.54094038627794,50.81082762912259,102.17299315494711,195691814.34069264,292989075.64018327,194497446,391105344
14,50.08126495728448,74.81538461545594,50.482142857142854,101.4579081632653,183871361.0400717,274681692.00026184,185225040,372261240
15,50.92486169318062,76.37846186090778,50.32167395377889,101.84259837601499,194532258.71988624,291764655.01020163,192228090,389037300
16,50.44857081331578,75.66696513132186,50.55368289637953,103.0892634207241,187741632.05893075,281590524.7200972,188132801,383641127
17,49.89481403223697,74.65910397295187,50.99038461538461,103.29102564102564,184159762.80042538,275563766.4000064,188203470,381243044
18,50.597671410102784,75.74994825375717,50.378476420798066,102.04897218863361,194073744.0000469,290548471.0207656,193232994,391421691
19,50.479798927610176,75.35391867723858,51.21571072319202,102.07044887780549,181209959.1599865,270501880.2794545,183851700,366407598
20,50.67654036246187,76.03605436575137,50.38447204968944,102.82038533250466,198098650.40009245,297231019.4000714,196956932,401683464
21,49.05758896801712,73.93353202857851,49.570123939986956,100.87801696020874,169061478.18015712,254788555.1403748,170827768,347644208
22,50.20006686157596,75.76271625594535,48.94641782059001,98.690734055355,199653999.11958662,301320899.1607931,194550900,392509432
23,50.71663967624191,76.69420152936087,50.32012578616352,101.17169811320754,179261513.10045436,271081023.89963305,177860007,357598449
24,50.41239751546479,75.12345341608561,49.95288944723618,100.38505025125629,193819536.47975716,288825638.87975603,192052875,385948395
25,50.85116379320216,76.41954741385797,49.87945034353529,102.18125,188877494.70036665,283846653.35024095,185268240,379296800
