a_education_num,sum(a_age),avg(a_age),sum(a_hours_per_week),avg(a_hours_per_week),sum(a_fnlwgt),avg(a_fnlwgt)
1,1238268,38.792857142857144,1242713.9986138344,38.93214281371662,5761054076.4609375,180484.15026506697
10,26814271040,38.72750453587015,27147574402.39804,39.20889026736498,124158343792141.84,179320.28863300022
11,907165474,38.42192513368984,923031304.1025021,39.09390367989075,4216972334789.812,178604.89621999813
12,561894788,38.88305489260143,572716450.3707542,39.63191268765049,2586475939947.4404,178983.83843234583
13,14210061069,38.56322839919625,14435869993.054115,39.17602809587542,65353140767232.59,177355.19092944823
14,1443924914,38.69744887202193,1460556537.3455658,39.143179386007475,6632375310975.482,177748.8579967353
15,157627848,38.53861003861004,160146935.05165482,39.15450446823542,733735113997.7305,179391.7241704246
16,84621114,38.50692041522491,87238030.5567615,39.697750845376184,389819072877.2329,177387.54911239253
2,14037597,39.23922413793103,14174757.907426357,39.62262933110369,60929290478.52832,170315.33856201172
3,56161894,39.253025302530254,57191290.1179875,39.97249733218954,255503713896.3369,178578.2677924531
4,213648141,38.372761801410746,219601927.61907005,39.44210523066156,1015935079157.0669,182469.3377425245
5,126199733,38.672119487908965,126548579.16376042,38.7790184504277,593316912880.9087,181813.55858437333
6,413913984,38.11396343835084,422392818.890625,38.89471020099487,1931907778931.625,177893.6332155077
7,704082960,38.77153218495014,715386043.9319801,39.39395583010973,3154572476454.2188,173711.9277827752
8,84466718,38.178790534618756,86530589.47708479,39.111656386160355,396850488416.49805,179375.64083897075
9,53362821449,38.58238735287973,54070210179.50389,39.093843555311736,244814215472212.4,177005.57493699138
