ss_promo_sk,avg(ss_wholesale_cost),avg(ss_list_price),avg(ws_wholesale_cost),avg(ws_list_price),sum(ss_wholesale_cost),sum(ss_list_price),sum(ws_wholesale_cost),sum(ws_list_price)
1,50.6150,75.9749,46.0652,86.0000,8260772,12399714,7518212,14035888
2,51.0052,76.4350,52.8448,106.4655,10146984,15205976,10512950,21180250
3,50.4375,75.7368,48.8200,102.1400,8755950,13147900,8475152,17731504
4,49.3931,74.2214,54.1087,107.2391,8109064,12185216,8883241,17605877
5,50.5326,75.4181,48.2778,97.3889,6418044,9578700,6131664,12369168
6,49.6695,74.4104,48.8113,95.3396,9184741,13759754,9026043,17629917
7,50.3983,75.5759,50.9038,108.5962,9238008,13853060,9330675,19905675
8,50.6335,75.9615,55.9000,98.7750,7056280,10586000,7790224,13765284
9,50.2843,75.5893,52.4000,111.4444,7879050,11844090,8210556,17462230
10,50.8708,76.4559,49.1778,98.4000,7973235,11983320,7707879,15422724
11,51.2969,77.2283,43.4237,90.3390,10804670,16266595,9146340,19028100
12,50.2398,75.3728,54.0714,117.2619,7330386,10997490,7889454,17109450
13,51.0733,76.9197,50.7292,100.3958,8729856,13147728,8671035,17160459
14,51.0205,76.5555,50.8491,104.1321,9764455,14651426,9731645,19929109
15,51.2820,77.2759,50.4694,94.7551,8644090,13025621,8507120,15971920
16,50.0562,75.1414,59.8475,127.6441,10191896,15299467,12185481,25989481
17,50.3203,75.6404,55.1795,100.9487,6953115,10451766,7624536,13948791
18,50.8732,76.3056,43.6857,92.6571,6135815,9203215,5268934,11175378
19,50.6309,75.4643,49.9286,98.4048,7438494,11086908,7335306,14457234
20,51.1459,76.6201,45.5676,84.5135,6820210,10217143,6076344,11269708
21,49.8092,74.7432,54.3721,110.4186,7464155,11200640,8147930,16546780
22,50.7185,76.1408,47.1296,94.9444,9747378,14633190,9057655,18246993
23,50.8624,76.8920,48.0678,93.1356,10251014,15497117,9687776,18770920
24,50.1769,75.1509,48.6471,96.7255,9171534,13736391,8891904,17679872
25,50.3067,75.0108,51.3556,96.3556,7986690,11908710,8153208,15297408
26,49.8161,74.5886,61.9574,126.5106,8110461,12143625,10087168,20596944
27,50.4838,75.8488,47.0000,89.5000,7503804,11274018,6985986,13303101
28,50.5477,75.7917,46.2041,93.9184,8619394,12923995,7878720,16014960
29,50.6378,75.7391,48.7759,88.8276,10232476,15304750,9856236,17949568
30,50.8311,76.3602,47.5625,95.3958,8698224,13066752,8138895,16324135
31,49.7294,74.3686,56.1707,112.2683,7285003,10894479,8228619,16446519
32,50.7660,76.5238,42.2955,80.4773,7978784,12027092,6647492,12648452
33,50.3524,75.6048,50.1000,98.4000,6916400,10385080,6881736,13516224
34,50.6845,76.0604,49.7170,91.4906,9254224,13887484,9077575,16704805
35,50.8447,76.7517,53.6604,101.6415,9181084,13859129,9689508,18353509
36,50.3944,75.4306,46.3958,92.8750,8628336,12914928,7943709,15901686
37,50.3405,75.2521,48.0588,102.9216,9093606,13593693,8681442,18591958
38,51.0808,76.6128,49.3529,90.8039,8833965,13249494,8535147,15703721
39,50.9514,76.6290,53.9048,109.5079,11369610,17099460,12028632,24436258
40,50.2663,76.1715,48.6154,92.2308,9237332,13997880,8933952,16949064
41,51.2114,76.4486,56.6444,116.7556,7978230,11909925,8824638,18189348
42,49.9316,75.0696,53.3673,109.0000,8546139,12848682,9134195,18656113
43,50.4490,75.5288,50.8085,95.0426,8142374,12190202,8200392,15339678
44,50.9216,76.5255,52.1186,96.9322,10422173,15662553,10667175,19839211
45,50.8140,76.2604,54.7045,112.1591,7597304,11401852,8178986,16769130
46,50.7741,76.5266,58.6809,120.7021,8388137,12642577,9694370,19940595
47,50.7678,75.9493,44.5385,95.0577,9324224,13949156,8180112,17458676
48,50.2040,75.2652,54.5500,117.8000,7048640,10567240,7658820,16539120
49,50.8077,76.4199,43.7708,89.3125,8635680,12988944,7439641,15180267
50,49.7038,74.4613,55.1892,114.0811,6462383,9681309,7175588,14832594
51,49.7718,75.0605,53.9508,111.1639,10683967,16112418,11581029,23862339
52,50.0722,74.8604,53.4561,107.8772,10037928,15007188,10716299,21626033
53,51.0731,77.1540,44.8039,87.1961,9405675,14208753,8251135,16058117
54,50.5003,75.2805,57.9750,125.7750,7207400,10744040,8274192,17950608
55,50.0014,75.1550,52.3704,102.8333,9598770,14427504,10053540,19740915
56,50.9005,77.0947,57.3636,105.4091,7874504,11926860,8874384,16307208
57,49.4937,74.5091,49.4821,103.2857,9869832,14858312,9867531,20596824
58,49.1010,73.2721,44.9286,93.6429,9692536,14463904,8868900,18485100
59,50.0031,74.6604,43.4878,86.6098,7220551,10781114,6279726,12506622
60,50.8029,75.8475,53.9455,110.0364,9525285,14221020,10114503,20631268
